id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
BZW1	5	0.10477	0.23045	0.929308	239	3	-0.28725	0.70043	0.77415	0.999441	695	1	-0.28725
E2F7	5	0.10665	0.23368	0.929308	240	2	-0.099389	0.55668	0.70056	0.999441	614	2	-0.099389
NAA11	5	0.10676	0.23384	0.929308	241	2	-0.40549	0.9832	0.98298	0.999441	969	0	-0.40549
SSBP4	5	0.107	0.23418	0.929308	242	2	-0.07253	0.32693	0.51232	0.999441	446	1	-0.07253
NMRAL1	5	0.1077	0.2353	0.929308	243	3	-0.48126	0.45445	0.61517	0.999441	531	1	-0.48126
AGPAT9	4	0.10835	0.22969	0.929308	244	2	-0.2955	0.19067	0.33654	0.999441	324	2	-0.2955
CTXN2	1	0.10836	0.10914	0.80404	245	1	-0.79723	0.89164	0.89269	0.999441	834	0	-0.79723
COL6A3	5	0.10875	0.23687	0.929308	246	3	-0.345	0.86597	0.86877	0.999441	804	1	-0.345
TMEM161B	5	0.10974	0.23839	0.929308	247	2	-0.14353	0.1987	0.37403	0.999441	330	2	-0.14353
GM12769	1	0.11032	0.11113	0.804339	248	1	-0.83674	0.88968	0.89072	0.999441	831	0	-0.83674
B4GALT5	5	0.11073	0.23988	0.929308	249	1	0.041874	0.93718	0.93803	0.999441	900	0	0.041874
HAS3	5	0.11166	0.24114	0.929308	250	3	-0.71072	0.84043	0.84922	0.999441	784	1	-0.71072
IZUMO3	5	0.11271	0.24282	0.929308	251	2	-0.26541	0.65095	0.75519	0.999441	671	1	-0.26541
LY6C2	1	0.11316	0.1137	0.804339	252	1	-0.81553	0.88684	0.88775	0.999441	827	0	-0.81553
LGALS3	5	0.1137	0.24414	0.929308	253	3	-0.46584	0.1137	0.24965	0.999441	237	2	-0.46584
SNAP25	5	0.11373	0.24418	0.929308	254	2	-0.26847	0.84018	0.84908	0.999441	782	1	-0.26847
KIF1B	5	0.11455	0.24529	0.929308	255	3	-0.67342	0.95738	0.95785	0.999441	931	0	-0.67342
MDM1	5	0.11469	0.24543	0.929308	256	2	0.21051	0.86443	0.8676	0.999441	802	1	0.21051
OLFR1442	4	0.11491	0.24103	0.929308	257	2	-0.15015	0.63519	0.69196	0.999441	664	1	-0.15015
BRD8	5	0.11516	0.24622	0.929308	258	2	0.83821	0.10438	0.2358	0.999441	220	3	0.83821
ALDH2	5	0.1157	0.24701	0.929308	259	2	-0.44795	0.84514	0.85276	0.999441	787	1	-0.44795
SPRR2B	4	0.11577	0.24261	0.929308	260	2	-0.57384	0.86652	0.86655	0.999441	805	0	-0.57384
3110079O15RIK	5	0.11624	0.24792	0.929308	261	2	0.57566	0.16763	0.32977	0.999441	306	3	0.57566
PUSL1	5	0.11698	0.24905	0.929308	262	3	-0.91716	0.88273	0.8835	0.999441	822	1	-0.91716
NQO1	5	0.11919	0.25218	0.933123	263	3	-0.51425	0.57499	0.71612	0.999441	630	2	-0.51425
POLM	4	0.12166	0.25239	0.933123	264	1	-0.3573	0.82964	0.82992	0.999441	771	1	-0.3573
LRRC7	5	0.12205	0.25691	0.93606	265	2	-0.25438	0.97176	0.97157	0.999441	951	0	-0.25438
HCN1	5	0.1223	0.25734	0.93606	266	3	-0.62943	0.55329	0.69788	0.999441	608	2	-0.62943
GM20580	3	0.12358	0.2135	0.929308	267	1	-0.064596	0.80473	0.80561	0.999441	753	0	-0.064596
CTNND1	5	0.12426	0.26024	0.93606	268	2	1.2575	0.039641	0.11442	0.89082	121	3	1.2575
CBR3	5	0.12444	0.26044	0.93606	269	3	-0.65835	0.98192	0.98169	0.999441	967	0	-0.65835
PCDH15	5	0.12452	0.26058	0.93606	270	1	0.16919	0.51251	0.66361	0.999441	577	2	0.16919
RELL1	5	0.1255	0.26215	0.93606	271	1	-0.039708	0.47881	0.63531	0.999441	548	2	-0.039708
CPNE8	5	0.12721	0.26479	0.93606	272	3	-0.46882	0.18125	0.34866	0.999441	317	1	-0.46882
ZMYND10	5	0.12746	0.26528	0.93606	273	1	0.0050421	0.38511	0.56008	0.999441	484	2	0.0050421
SHPK	5	0.12758	0.26547	0.93606	274	2	-0.16072	0.89865	0.89814	0.999441	841	0	-0.16072
E030018B13RIK	5	0.12833	0.26656	0.93606	275	2	-0.32058	0.16111	0.32	0.999441	297	1	-0.32058
THAP2	5	0.12843	0.26678	0.93606	276	1	0.048067	0.86465	0.86779	0.999441	803	1	0.048067
ZFP808	4	0.13032	0.26186	0.93606	277	2	-0.39621	0.60462	0.67593	0.999441	652	1	-0.39621
SETD2	5	0.13096	0.27064	0.946289	278	3	-0.47086	0.93742	0.93828	0.999441	901	0	-0.47086
D17H6S56E-3	5	0.1333	0.27409	0.954861	279	1	0.54948	0.098267	0.22718	0.999441	210	3	0.54948
SLC25A12	5	0.13448	0.27614	0.954861	280	3	-0.50516	0.9511	0.95134	0.999441	922	0	-0.50516
FBXO17	5	0.13524	0.27714	0.954861	281	2	-0.38921	0.2244	0.41065	0.999441	354	2	-0.38921
SPINK10	5	0.13698	0.27992	0.954861	282	2	-0.075842	0.49824	0.65176	0.999441	567	1	-0.075842
DEPDC7	5	0.13718	0.28027	0.954861	283	2	0.2623	0.48126	0.63726	0.999441	551	2	0.2623
NRIP2	5	0.13863	0.28262	0.954861	284	2	-0.026175	0.29294	0.48491	0.999441	416	2	-0.026175
DOK7	5	0.13872	0.28279	0.954861	285	3	-0.63487	0.84612	0.85346	0.999441	791	1	-0.63487
PPCDC	5	0.13925	0.28376	0.954861	286	3	-0.49347	0.6381	0.75061	0.999441	666	1	-0.49347
ARSA	5	0.13926	0.28376	0.954861	287	2	-0.43222	0.67601	0.76454	0.999441	681	1	-0.43222
HIST1H2BL	1	0.13973	0.14027	0.832064	288	1	-1.2147	0.86027	0.86126	0.999441	799	0	-1.2147
SLC38A5	5	0.14104	0.28666	0.954861	289	3	-0.30673	0.87405	0.87583	0.999441	816	1	-0.30673
SPATA16	5	0.14207	0.28798	0.954861	290	3	-0.4981	0.93964	0.94058	0.999441	905	0	-0.4981
A230065H16RIK	5	0.14274	0.28894	0.954861	291	3	-0.57017	0.1516	0.30626	0.999441	285	1	-0.57017
MGAT1	5	0.14348	0.29012	0.954861	292	2	0.1858	0.27921	0.47374	0.999441	407	2	0.1858
OLFR1030	5	0.14356	0.29021	0.954861	293	3	-0.31187	0.059115	0.16214	0.966987	153	2	-0.31187
MN1	5	0.14393	0.29078	0.954861	294	2	0.2151	0.067768	0.17822	0.982347	173	2	0.2151
SRCRB4D	5	0.1441	0.29102	0.954861	295	3	-0.60012	0.98299	0.98275	0.999441	968	0	-0.60012
GFI1	5	0.14425	0.29123	0.954861	296	2	-0.24198	0.8943	0.89405	0.999441	837	1	-0.24198
SYT1	5	0.14586	0.29367	0.959158	297	1	0.14476	0.49947	0.65263	0.999441	568	2	0.14476
CCDC60	5	0.14681	0.29504	0.959158	298	2	-0.00060361	0.12758	0.27022	0.999441	253	2	-0.00060361
TMEM106B	5	0.1471	0.29542	0.959158	299	3	-0.52394	0.46985	0.62788	0.999441	540	2	-0.52394
HUNK	5	0.14777	0.29639	0.959194	300	2	0.68043	0.090218	0.21419	0.999441	198	3	0.68043
PIH1D2	5	0.1493	0.29893	0.964277	301	3	-0.37565	0.4946	0.6484	0.999441	562	2	-0.37565
SKINT8	3	0.14975	0.2473	0.929308	302	2	-0.41332	0.71394	0.71681	0.999441	702	1	-0.41332
ATP10B	5	0.15041	0.30075	0.965426	303	3	-0.5434	0.55564	0.69972	0.999441	613	1	-0.5434
PRAMEL6	5	0.15064	0.30121	0.965426	304	2	-0.27364	0.32075	0.5075	0.999441	441	2	-0.27364
DIS3	5	0.15164	0.30273	0.965772	305	2	-0.051301	0.69856	0.77337	0.999441	693	1	-0.051301
SPATA2	5	0.15203	0.30325	0.965772	306	2	-0.097016	0.65515	0.75676	0.999441	674	1	-0.097016
ARL4C	5	0.15306	0.30465	0.967138	307	3	-0.59376	0.53313	0.68071	0.999441	592	2	-0.59376
LEAP2	4	0.15379	0.28636	0.954861	308	2	-0.33614	0.91857	0.91759	0.999441	869	0	-0.33614
DEFB20	3	0.15399	0.25288	0.933123	309	2	-0.42645	0.56766	0.59595	0.999441	624	1	-0.42645
GLI2	5	0.15404	0.30632	0.969373	310	3	-0.46734	0.91997	0.9205	0.999441	871	0	-0.46734
HIAT1	5	0.15597	0.30891	0.970126	311	2	0.23791	0.80622	0.82698	0.999441	755	1	0.23791
C9	5	0.15601	0.30894	0.970126	312	3	-0.37512	0.74886	0.79611	0.999441	718	1	-0.37512
CYP1A1	5	0.15636	0.30947	0.970126	313	1	0.61528	0.050539	0.14215	0.966987	138	4	0.61528
XRN1	5	0.15731	0.31073	0.971024	314	2	-0.1003	0.30661	0.49572	0.999441	432	2	-0.1003
RWDD2A	5	0.15921	0.31375	0.977407	315	1	0.019522	0.1255	0.26709	0.999441	250	2	0.019522
GM2030	1	0.15977	0.15944	0.857884	316	1	-0.75351	0.84023	0.84114	0.999441	783	0	-0.75351
ACAT1	5	0.16084	0.31625	0.977565	317	3	-0.4429	0.93556	0.93641	0.999441	898	0	-0.4429
HEXB	5	0.16153	0.31745	0.977565	318	2	-0.27349	0.25329	0.45002	0.999441	388	1	-0.27349
ARHGAP22	5	0.16193	0.31795	0.977565	319	2	-0.22178	0.30034	0.49061	0.999441	426	1	-0.22178
1700019D03RIK	3	0.16236	0.26318	0.93606	320	2	-0.56809	0.84455	0.84574	0.999441	786	0	-0.56809
SLC40A1	5	0.16253	0.31903	0.977565	321	2	-0.15062	0.8728	0.87462	0.999441	815	1	-0.15062
5730409E04RIK	5	0.163	0.31973	0.977565	322	2	0.18784	0.091655	0.21663	0.999441	201	2	0.18784
3110062M04RIK	5	0.16371	0.32094	0.977565	323	3	-0.32259	0.03589	0.10519	0.89082	109	2	-0.32259
IL1RAPL1	5	0.16429	0.32162	0.977565	324	3	-0.49887	0.74705	0.7952	0.999441	717	1	-0.49887
XKR4	5	0.16661	0.32523	0.979797	325	3	-0.52597	0.0085641	0.031946	0.54145	57	2	-0.52597
9530077C05RIK	5	0.16677	0.32551	0.979797	326	1	-0.086001	0.44193	0.60511	0.999441	524	1	-0.086001
UFM1	2	0.16805	0.2341	0.929308	327	1	-0.45739	0.55821	0.55694	0.999441	616	1	-0.45739
UBN1	5	0.17146	0.33219	0.983611	328	1	0.28305	0.63954	0.75116	0.999441	667	1	0.28305
LHFPL1	5	0.17159	0.33245	0.983611	329	3	-0.33196	0.20917	0.38872	0.999441	341	2	-0.33196
9330182L06RIK	5	0.1716	0.33246	0.983611	330	3	-0.25845	0.57895	0.71975	0.999441	632	2	-0.25845
BPIFB1	5	0.1724	0.33354	0.983893	331	1	0.46146	0.22766	0.41498	0.999441	356	3	0.46146
UCK1	5	0.17427	0.33607	0.985134	332	1	1.6887	0.012306	0.04252	0.634624	67	3	1.6887
PSG16	5	0.17485	0.33692	0.985134	333	2	-0.18676	0.82935	0.8419	0.999441	770	1	-0.18676
PRL2A1	3	0.17521	0.27982	0.954861	334	2	-0.45283	0.95675	0.95661	0.999441	929	0	-0.45283
SLC6A20A	5	0.18079	0.34557	0.996713	335	2	0.11555	0.64765	0.754	0.999441	670	1	0.11555
PACRG	5	0.18172	0.3469	0.996713	336	1	0.086609	0.55164	0.69651	0.999441	607	1	0.086609
PKP1	5	0.18264	0.34833	0.996713	337	2	-0.27512	0.32532	0.51116	0.999441	444	2	-0.27512
0610009O20RIK	5	0.18265	0.34834	0.996713	338	1	0.70744	0.1131	0.24884	0.999441	234	3	0.70744
4930444A02RIK	5	0.1845	0.35107	0.996713	339	3	-0.38359	0.81187	0.83062	0.999441	760	1	-0.38359
ROBO3	5	0.18636	0.35378	0.996713	340	2	-0.34746	0.53181	0.67958	0.999441	590	1	-0.34746
ALAS2	5	0.18679	0.35448	0.996713	341	3	-0.41548	0.78354	0.81428	0.999441	737	1	-0.41548
PHYHIP	5	0.18727	0.35511	0.996713	342	2	-0.24972	0.4421	0.60529	0.999441	525	2	-0.24972
ABCC12	5	0.1874	0.35533	0.996713	343	2	-0.35486	0.45838	0.61806	0.999441	535	2	-0.35486
BRE	2	0.18741	0.24817	0.929308	344	1	-0.33072	0.61612	0.61394	0.999441	658	0	-0.33072
SLC26A1	5	0.18802	0.35625	0.996713	345	2	0.78303	0.090218	0.21419	0.999441	199	3	0.78303
GPR156	5	0.18848	0.35699	0.996713	346	3	-0.42739	0.8071	0.82743	0.999441	756	1	-0.42739
LAMB3	5	0.19011	0.3593	0.996713	347	2	-0.099233	0.2337	0.42314	0.999441	361	2	-0.099233
OLFR1013	4	0.19216	0.32734	0.980065	348	2	-0.22792	0.86891	0.86905	0.999441	810	0	-0.22792
WDR26	5	0.19554	0.36734	0.996713	349	2	0.084859	0.49384	0.64781	0.999441	560	1	0.084859
ACP2	5	0.19641	0.36868	0.996713	350	3	-0.40314	0.95451	0.95503	0.999441	926	0	-0.40314
SLC25A23	5	0.19782	0.37093	0.996713	351	3	-0.48533	0.51705	0.66742	0.999441	581	2	-0.48533
PTGER1	5	0.19786	0.37103	0.996713	352	2	0.94282	0.11094	0.24585	0.999441	231	3	0.94282
CDK11B	5	0.20066	0.37494	0.996713	353	3	-0.41925	0.013527	0.045955	0.64726	70	2	-0.41925
F10	5	0.20098	0.37552	0.996713	354	3	-0.3271	0.92296	0.92341	0.999441	876	0	-0.3271
KIF11	4	0.20112	0.33628	0.985134	355	2	0.057355	0.041592	0.10584	0.89082	125	2	0.057355
6430598A04RIK	5	0.20129	0.37602	0.996713	356	3	-0.36235	0.43713	0.60121	0.999441	522	1	-0.36235
2310033E01RIK	5	0.20147	0.37623	0.996713	357	1	1.187	0.05682	0.15696	0.966987	151	4	1.187
RPUSD2	5	0.20147	0.37623	0.996713	358	1	1.6032	0.022211	0.069817	0.775743	86	3	1.6032
4932438A13RIK	5	0.20187	0.3768	0.996713	359	2	0.073567	0.88612	0.88636	0.999441	826	1	0.073567
IL4	4	0.20324	0.33863	0.987256	360	1	-0.0060338	0.4556	0.6029	0.999441	533	2	-0.0060338
ARHGAP32	5	0.20356	0.37917	0.996713	361	2	0.0074368	0.55479	0.69906	0.999441	611	1	0.0074368
AI314180	5	0.20374	0.37939	0.996713	362	2	-0.13327	0.30388	0.4935	0.999441	429	2	-0.13327
TLE3	5	0.20398	0.37975	0.996713	363	2	-0.2566	0.65142	0.75527	0.999441	672	1	-0.2566
TBC1D10C	5	0.20479	0.38096	0.997266	364	3	-0.30796	0.93113	0.93163	0.999441	892	0	-0.30796
2310033P09RIK	5	0.20646	0.38349	0.997801	365	1	1.6811	0.033734	0.099678	0.89082	105	4	1.6811
BPIFA3	5	0.20671	0.3838	0.997801	366	3	-0.25934	0.86684	0.8696	0.999441	806	1	-0.25934
DVL2	5	0.20696	0.38415	0.997801	367	2	0.02776	0.048582	0.13726	0.966987	136	2	0.02776
4930447C04RIK	3	0.20814	0.32157	0.977565	368	2	-0.46492	0.90477	0.90476	0.999441	852	0	-0.46492
OLFR351	4	0.20822	0.34326	0.996713	369	2	-0.41718	0.73451	0.75217	0.999441	710	1	-0.41718
PCF11	5	0.20917	0.38726	0.998113	370	1	-0.01924	0.56387	0.70677	0.999441	620	2	-0.01924
SLC19A2	5	0.21025	0.38884	0.998113	371	3	-0.44558	0.65236	0.75575	0.999441	673	1	-0.44558
REEP2	5	0.21058	0.38931	0.998113	372	3	-0.35742	0.178	0.34416	0.999441	313	2	-0.35742
HPGD	5	0.2108	0.38963	0.998113	373	2	-0.010434	0.72897	0.7867	0.999441	709	1	-0.010434
RSPH3B	2	0.2108	0.26496	0.93606	374	1	1.6784	0.025537	0.046955	0.652159	96	1	1.6784
ATMIN	5	0.21122	0.39026	0.998113	375	3	-0.57076	0.94202	0.94259	0.999441	908	0	-0.57076
OLFR340	4	0.21129	0.34692	0.996713	376	1	0.10712	0.40128	0.547	0.999441	496	2	0.10712
VMN1R213	4	0.21399	0.34963	0.996713	377	2	-0.57378	0.93371	0.93283	0.999441	896	0	-0.57378
SCN1B	5	0.21414	0.39422	0.999995	378	3	-0.41264	0.96026	0.96058	0.999441	936	0	-0.41264
OLFR376	3	0.21441	0.32993	0.983611	379	2	-0.42901	0.93029	0.92992	0.999441	891	0	-0.42901
USP8	5	0.21457	0.39486	0.999995	380	1	0.72063	0.044008	0.12574	0.959829	129	3	0.72063
FSTL4	5	0.21547	0.3962	0.999995	381	2	0.27009	0.39829	0.56996	0.999441	493	2	0.27009
TMEM173	5	0.21675	0.39826	0.999995	382	3	-0.27921	0.60766	0.7401	0.999441	656	1	-0.27921
D630023F18RIK	5	0.21726	0.39896	0.999995	383	2	-0.16357	0.18125	0.34866	0.999441	316	1	-0.16357
NFKB1	5	0.21806	0.40009	0.999995	384	3	-0.44943	0.40406	0.57456	0.999441	499	2	-0.44943
OLFR572	5	0.21809	0.40014	0.999995	385	2	-0.12273	0.5823	0.72272	0.999441	635	1	-0.12273
OLFR159	4	0.21873	0.35464	0.996713	386	2	-0.4073	0.79292	0.79693	0.999441	740	1	-0.4073
PALLD	5	0.22069	0.40424	0.999995	387	3	-0.31833	0.83535	0.84553	0.999441	777	1	-0.31833
ALDH1A1	5	0.22218	0.40647	0.999995	388	3	-0.34052	0.8707	0.87269	0.999441	813	1	-0.34052
CCDC47	4	0.22289	0.35867	0.996713	389	1	0.025407	0.5829	0.66513	0.999441	636	1	0.025407
RIPK4	5	0.22413	0.40962	0.999995	390	2	-0.29047	0.59961	0.73736	0.999441	650	1	-0.29047
CRY1	5	0.22433	0.40986	0.999995	391	3	-0.40838	0.24137	0.43359	0.999441	371	2	-0.40838
MMP2	5	0.22484	0.41052	0.999995	392	2	0.35115	0.039652	0.11443	0.89082	122	3	0.35115
RHOX10	5	0.22484	0.41052	0.999995	393	1	0.23374	0.48349	0.63911	0.999441	554	2	0.23374
OLFR1212	4	0.22546	0.36124	0.996713	394	2	-0.41564	0.96606	0.96626	0.999441	943	0	-0.41564
UHRF1BP1	5	0.22566	0.41167	0.999995	395	3	-0.37697	0.8338	0.84457	0.999441	774	1	-0.37697
NPY1R	5	0.22617	0.4124	0.999995	396	2	-0.098698	0.83955	0.84862	0.999441	780	1	-0.098698
HNRNPUL2	4	0.22724	0.36312	0.996713	397	2	0.083498	0.37188	0.51724	0.999441	473	2	0.083498
OLFR731	4	0.23079	0.36674	0.996713	398	2	-0.29383	0.92145	0.92069	0.999441	874	0	-0.29383
FAM117B	5	0.23108	0.41662	0.999995	399	2	-0.053648	0.86344	0.86677	0.999441	801	1	-0.053648
ARFGAP1	5	0.23148	0.417	0.999995	400	1	0.62086	0.039483	0.1141	0.89082	120	4	0.62086
RHOX9	4	0.23188	0.36786	0.996713	401	2	-0.25533	0.93023	0.92925	0.999441	890	0	-0.25533
MAL2	4	0.23618	0.37242	0.996713	402	2	-0.23416	0.42978	0.5768	0.999441	514	1	-0.23416
LRRC46	5	0.23676	0.42136	0.999995	403	2	0.059067	0.5096	0.66116	0.999441	575	2	0.059067
ACSL4	5	0.23851	0.42262	0.999995	404	1	0.055305	0.86942	0.87177	0.999441	811	1	0.055305
VSX1	5	0.23852	0.42263	0.999995	405	2	0.50219	0.20352	0.38081	0.999441	337	3	0.50219
MAGI1	5	0.23983	0.42366	0.999995	406	2	-0.30184	0.52284	0.67242	0.999441	587	1	-0.30184
XKR8	5	0.24026	0.424	0.999995	407	2	-0.19523	0.79018	0.81793	0.999441	739	1	-0.19523
TUBB1	5	0.24114	0.42473	0.999995	408	1	0.15541	0.71148	0.77924	0.999441	701	1	0.15541
OLFR1066	3	0.24291	0.36585	0.996713	409	2	-0.37245	0.39543	0.48732	0.999441	491	1	-0.37245
SULT2A3	4	0.24303	0.3794	0.996713	410	2	-0.43644	0.60505	0.67616	0.999441	654	1	-0.43644
OLFR147	5	0.24511	0.42793	0.999995	411	2	0.0013929	0.89935	0.89886	0.999441	843	0	0.0013929
GOLGA2	5	0.24897	0.43118	0.999995	412	1	0.51467	0.12843	0.27151	0.999441	255	3	0.51467
SPG20	5	0.24983	0.43188	0.999995	413	1	0.52043	0.17456	0.33925	0.999441	311	3	0.52043
GJA4	4	0.25065	0.3871	0.998113	414	2	-0.24302	0.87957	0.87988	0.999441	820	0	-0.24302
NCAM1	5	0.25501	0.43652	0.999995	415	1	1.362	0.030427	0.091431	0.879141	102	4	1.362
R3HDML	5	0.25573	0.43706	0.999995	416	2	0.38144	0.24356	0.43654	0.999441	376	3	0.38144
FRMPD4	5	0.25759	0.43879	0.999995	417	2	0.35356	0.16111	0.32	0.999441	296	3	0.35356
GUCY2F	5	0.25929	0.44028	0.999995	418	2	0.21246	0.33219	0.51641	0.999441	449	2	0.21246
ILDR2	5	0.26443	0.44486	0.999995	419	1	-0.082729	0.37282	0.55	0.999441	474	2	-0.082729
MADCAM1	5	0.26464	0.44502	0.999995	420	2	0.048605	0.45297	0.61394	0.999441	530	2	0.048605
A2M	4	0.26641	0.4039	0.999995	421	2	-0.41491	0.9765	0.97696	0.999441	958	0	-0.41491
FTSJ2	5	0.26698	0.44698	0.999995	422	1	0.23472	0.25501	0.45237	0.999441	390	1	0.23472
OLFR619	5	0.26783	0.44767	0.999995	423	1	0.38111	0.24563	0.43938	0.999441	383	3	0.38111
COL11A2	5	0.26866	0.44846	0.999995	424	2	1.4403	0.02534	0.077837	0.80244	95	3	1.4403
ATPAF1	5	0.26868	0.44848	0.999995	425	1	0.34027	0.16111	0.32	0.999441	298	2	0.34027
TSC1	5	0.27449	0.45313	0.999995	426	2	0.18789	0.51464	0.6655	0.999441	579	2	0.18789
TTC35	5	0.27539	0.45392	0.999995	427	2	-0.40654	0.8483	0.85505	0.999441	792	1	-0.40654
PLAGL2	5	0.27629	0.45468	0.999995	428	2	-0.32313	0.47948	0.63578	0.999441	549	2	-0.32313
WASL	4	0.2779	0.41579	0.999995	429	2	-0.1057	0.79572	0.7989	0.999441	744	1	-0.1057
BCL2L14	5	0.27796	0.45614	0.999995	430	2	0.88553	0.10415	0.23554	0.999441	219	3	0.88553
EPGN	4	0.27968	0.41762	0.999995	431	2	-0.22329	0.76041	0.77129	0.999441	723	1	-0.22329
DCAF13	5	0.28034	0.45821	0.999995	432	2	2.3002	0.0074156	0.028787	0.510075	52	3	2.3002
ARHGAP15	5	0.28214	0.45959	0.999995	433	1	0.047316	0.89349	0.89338	0.999441	836	1	0.047316
ADAM26B	5	0.28298	0.46036	0.999995	434	1	-0.17285	0.51267	0.66377	0.999441	578	2	-0.17285
NAPG	5	0.2844	0.46176	0.999995	435	2	0.39893	0.11617	0.2532	0.999441	238	2	0.39893
FAM159B	4	0.28461	0.42278	0.999995	436	2	-0.12116	0.43495	0.58239	0.999441	520	2	-0.12116
ZFP334	5	0.28714	0.46426	0.999995	437	1	0.82525	0.088462	0.21122	0.999441	195	3	0.82525
FAM69A	5	0.28797	0.46498	0.999995	438	1	-0.039883	0.58641	0.72611	0.999441	640	2	-0.039883
GPR84	5	0.28891	0.46576	0.999995	439	2	0.10296	0.68258	0.7673	0.999441	688	1	0.10296
OLFR1189	4	0.2891	0.42736	0.999995	440	2	-0.17925	0.89941	0.89846	0.999441	844	0	-0.17925
MGST2	5	0.29118	0.46778	0.999995	441	2	-0.11354	0.53744	0.68462	0.999441	596	2	-0.11354
CENPW	2	0.29255	0.32627	0.979797	442	1	-0.79897	0.83981	0.83815	0.999441	781	0	-0.79897
PFAS	5	0.29294	0.46915	0.999995	443	2	-0.025618	0.78162	0.81296	0.999441	735	1	-0.025618
OLFR1367	4	0.2936	0.432	0.999995	444	2	-0.36405	0.82284	0.8237	0.999441	765	1	-0.36405
TOR1A	5	0.29459	0.47049	0.999995	445	1	1.3771	0.02361	0.07353	0.795608	89	4	1.3771
KPNA6	5	0.29525	0.47109	0.999995	446	2	0.042671	0.90757	0.90738	0.999441	857	0	0.042671
1200016B10RIK	5	0.29661	0.47203	0.999995	447	2	-0.12397	0.072569	0.18598	0.99452	181	2	-0.12397
UGCG	3	0.29993	0.41811	0.999995	448	1	0.63232	0.16481	0.269	0.999441	303	2	0.63232
SPDEF	5	0.30442	0.47885	0.999995	449	1	0.30819	0.57978	0.72041	0.999441	633	2	0.30819
TSC22D4	5	0.30605	0.48029	0.999995	450	1	1.8724	0.0040925	0.017163	0.37613	41	4	1.8724
OLFR1015	5	0.30638	0.48064	0.999995	451	2	-0.1753	0.90585	0.90559	0.999441	854	0	-0.1753
TMEM170	3	0.30661	0.42187	0.999995	452	1	-0.21753	0.10247	0.19018	0.999441	215	1	-0.21753
ALAS1	4	0.30774	0.44694	0.999995	453	2	-0.21468	0.24218	0.38729	0.999441	373	1	-0.21468
SMAD6	5	0.30808	0.4821	0.999995	454	1	0.14771	0.39318	0.5661	0.999441	489	2	0.14771
MTA2	5	0.30934	0.48323	0.999995	455	2	-0.12416	0.95091	0.95109	0.999441	921	0	-0.12416
PDIA3	5	0.31091	0.48478	0.999995	456	2	0.47926	0.21037	0.39038	0.999441	342	2	0.47926
TSPAN11	4	0.31314	0.45263	0.999995	457	1	-0.30402	0.17117	0.31647	0.999441	308	1	-0.30402
PSD2	5	0.31333	0.48682	0.999995	458	1	-0.27403	0.38361	0.55879	0.999441	482	2	-0.27403
ZFP523	5	0.3155	0.48862	0.999995	459	2	0.24511	0.29294	0.48491	0.999441	417	2	0.24511
LMBR1	5	0.31664	0.48959	0.999995	460	2	0.50508	0.18802	0.35842	0.999441	320	3	0.50508
AKR1C13	4	0.31838	0.45838	0.999995	461	2	-0.28641	0.72702	0.74735	0.999441	707	1	-0.28641
STK31	5	0.32136	0.49375	0.999995	462	2	0.093149	0.41051	0.58009	0.999441	502	2	0.093149
ERCC2	5	0.32295	0.49498	0.999995	463	1	1.3639	0.00054443	0.002401	0.133388	17	4	1.3639
RPL34	1	0.32313	0.32338	0.979797	464	1	-0.36058	0.67687	0.67852	0.999441	683	0	-0.36058
IRAK1	5	0.32669	0.49836	0.999995	465	2	0.085181	0.29294	0.48491	0.999441	418	1	0.085181
CDKN2D	5	0.32772	0.49933	0.999995	466	2	-0.19144	0.83484	0.84516	0.999441	775	1	-0.19144
CCDC19	5	0.33036	0.50145	0.999995	467	2	-0.24434	0.96729	0.96765	0.999441	945	0	-0.24434
IRF5	5	0.33127	0.50216	0.999995	468	2	0.65916	0.10288	0.23361	0.999441	218	3	0.65916
ENPP6	5	0.33219	0.50279	0.999995	469	2	-0.14765	0.45116	0.61234	0.999441	529	2	-0.14765
PRKCH	5	0.33483	0.50522	0.999995	470	2	-0.10293	0.37948	0.5554	0.999441	479	2	-0.10293
EFHA1	5	0.3354	0.50577	0.999995	471	2	0.91007	0.096339	0.22417	0.999441	208	3	0.91007
GIMAP6	5	0.33585	0.5061	0.999995	472	2	1.5829	0.011117	0.039064	0.60099	64	3	1.5829
NCAPD3	4	0.33586	0.47688	0.999995	473	1	0.93674	0.016882	0.054391	0.698464	74	3	0.93674
TUSC1	5	0.33718	0.50751	0.999995	474	1	-0.09006	0.10648	0.23927	0.999441	225	2	-0.09006
KCNS2	5	0.33838	0.50854	0.999995	475	2	-0.13158	0.69033	0.77016	0.999441	690	1	-0.13158
INSL5	2	0.33973	0.3631	0.996713	476	1	0.053941	0.40141	0.41874	0.999441	497	1	0.053941
WDR41	5	0.33998	0.50997	0.999995	477	2	-0.10895	0.24489	0.43824	0.999441	381	2	-0.10895
UPF2	5	0.34109	0.51087	0.999995	478	1	1.0959	0.030932	0.09254	0.88133	103	3	1.0959
OLFR1487	4	0.34161	0.4828	0.999995	479	2	0.35649	0.043278	0.10894	0.89082	128	2	0.35649
OLFR1427	5	0.34498	0.51423	0.999995	480	1	0.25407	0.40745	0.5776	0.999441	501	2	0.25407
