depmap_id,rna_expression,entrez_id,gene_name,cell_line_name,primary_disease,lineage,lineage_subtype,hover.string
ACH-000282,5.166313747889934,1017,CDK2,NCI-H1755,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H1755</br><b>log2(TPM+1):</b>  5.166</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000261,6.917670434361761,1017,CDK2,RERF-LC-AI,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> RERF-LC-AI</br><b>log2(TPM+1):</b>  6.918</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000164,5.834407841806995,1017,CDK2,PANC-1,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> PANC-1</br><b>log2(TPM+1):</b>  5.834</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-001793,4.625270489374693,1017,CDK2,LPS27,Liposarcoma,soft_tissue,liposarcoma,</br><b>Cell Line:</b> LPS27</br><b>log2(TPM+1):</b>  4.625</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Liposarcoma
ACH-000262,5.546894459887636,1017,CDK2,UOK101,Kidney Cancer,kidney,renal_cell_carcinoma,</br><b>Cell Line:</b> UOK101</br><b>log2(TPM+1):</b>  5.547</br><b>Lineage:</b> kidney</br><b>Disease:</b> Kidney Cancer
ACH-000158,5.494415610397496,1017,CDK2,OCI-LY3,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> OCI-LY3</br><b>log2(TPM+1):</b>  5.494</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000773,6.203984165855989,1017,CDK2,Ki-JK,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> Ki-JK</br><b>log2(TPM+1):</b>  6.204</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000722,5.093813673402728,1017,CDK2,SNU-C1,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> SNU-C1</br><b>log2(TPM+1):</b>  5.094</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000857,4.715893370547605,1017,CDK2,CAL-85-1,Breast Cancer,breast,breast_carcinoma,</br><b>Cell Line:</b> CAL-85-1</br><b>log2(TPM+1):</b>  4.716</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-001129,5.307428525192248,1017,CDK2,MONO-MAC-1,Leukemia,blood,AML,</br><b>Cell Line:</b> MONO-MAC-1</br><b>log2(TPM+1):</b>  5.307</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-001619,4.295723024539968,1017,CDK2,OCUG-1,Gallbladder Cancer,bile_duct,gallbladder_adenocarcinoma,</br><b>Cell Line:</b> OCUG-1</br><b>log2(TPM+1):</b>  4.296</br><b>Lineage:</b> bile_duct</br><b>Disease:</b> Gallbladder Cancer
ACH-000184,5.497931651896279,1017,CDK2,Hs  343.T,Fibroblast,fibroblast,fibroblast_breast,</br><b>Cell Line:</b> Hs  343.T</br><b>log2(TPM+1):</b>  5.498</br><b>Lineage:</b> fibroblast</br><b>Disease:</b> Fibroblast
ACH-000329,6.499527024215096,1017,CDK2,CCF-STTG1,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> CCF-STTG1</br><b>log2(TPM+1):</b>  6.500</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-001569,6.788555214928864,1017,CDK2,MM415,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> MM415</br><b>log2(TPM+1):</b>  6.789</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000814,7.463769569720949,1017,CDK2,Hs 939.T,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> Hs 939.T</br><b>log2(TPM+1):</b>  7.464</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-001701,4.3729520979118295,1017,CDK2,UPCI-SCC-200,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> UPCI-SCC-200</br><b>log2(TPM+1):</b>  4.373</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-000197,6.520736526937641,1017,CDK2,TALL-1,Leukemia,blood,ALL,</br><b>Cell Line:</b> TALL-1</br><b>log2(TPM+1):</b>  6.521</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000545,6.421391631882804,1017,CDK2,VM-CUB1,Bladder Cancer,urinary_tract,bladder_carcinoma,</br><b>Cell Line:</b> VM-CUB1</br><b>log2(TPM+1):</b>  6.421</br><b>Lineage:</b> urinary_tract</br><b>Disease:</b> Bladder Cancer
ACH-000949,6.1170716238451215,1017,CDK2,TGBC11TKB,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> TGBC11TKB</br><b>log2(TPM+1):</b>  6.117</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000124,5.410748128185948,1017,CDK2,OCI-LY-19,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> OCI-LY-19</br><b>log2(TPM+1):</b>  5.411</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000560,5.647890091059215,1017,CDK2,ECC10,Gastric Cancer,gastric,gastric_small_cell,</br><b>Cell Line:</b> ECC10</br><b>log2(TPM+1):</b>  5.648</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000897,5.956056652412403,1017,CDK2,FTC-238,Thyroid Cancer,thyroid,thyroid_carcinoma,</br><b>Cell Line:</b> FTC-238</br><b>log2(TPM+1):</b>  5.956</br><b>Lineage:</b> thyroid</br><b>Disease:</b> Thyroid Cancer
ACH-001626,5.935223994060032,1017,CDK2,OSC-20,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> OSC-20</br><b>log2(TPM+1):</b>  5.935</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-000619,5.742814669862893,1017,CDK2,PE/CA-PJ15,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> PE/CA-PJ15</br><b>log2(TPM+1):</b>  5.743</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-001973,8.06979881846159,1017,CDK2,MM485,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> MM485</br><b>log2(TPM+1):</b>  8.070</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-001340,5.958842675243241,1017,CDK2,COV413A,Ovarian Cancer,ovary,ovary_carcinoma,</br><b>Cell Line:</b> COV413A</br><b>log2(TPM+1):</b>  5.959</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000546,4.80683958179819,1017,CDK2,HSC-4,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> HSC-4</br><b>log2(TPM+1):</b>  4.807</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-001709,6.326249700837456,1017,CDK2,WSU-NHL,Lymphoma,lymphocyte,lymphoma_unspecified,</br><b>Cell Line:</b> WSU-NHL</br><b>log2(TPM+1):</b>  6.326</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-002018,8.654277995261236,1017,CDK2,Omm2.5,Eye Cancer,eye,uveal_melanoma,</br><b>Cell Line:</b> Omm2.5</br><b>log2(TPM+1):</b>  8.654</br><b>Lineage:</b> eye</br><b>Disease:</b> Eye Cancer
ACH-000153,6.1657109924849305,1017,CDK2,NCI-H2052,Lung Cancer,lung,mesothelioma,</br><b>Cell Line:</b> NCI-H2052</br><b>log2(TPM+1):</b>  6.166</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000526,4.698218478224414,1017,CDK2,Hs 821.T,Fibroblast,fibroblast,fibroblast_bone,</br><b>Cell Line:</b> Hs 821.T</br><b>log2(TPM+1):</b>  4.698</br><b>Lineage:</b> fibroblast</br><b>Disease:</b> Fibroblast
ACH-000116,6.768449015180547,1017,CDK2,OAW28,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> OAW28</br><b>log2(TPM+1):</b>  6.768</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000815,6.394548439167169,1017,CDK2,KM-H2,Lymphoma,lymphocyte,hodgkin_lymphoma,</br><b>Cell Line:</b> KM-H2</br><b>log2(TPM+1):</b>  6.395</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-001270,6.275193333902206,1017,CDK2,1273/99,Sarcoma,soft_tissue,synovial_sarcoma,</br><b>Cell Line:</b> 1273/99</br><b>log2(TPM+1):</b>  6.275</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Sarcoma
ACH-000324,5.855491443101874,1017,CDK2,JHOC-5,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> JHOC-5</br><b>log2(TPM+1):</b>  5.855</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-001561,5.865423978313134,1017,CDK2,Mero-84,Lung Cancer,lung,mesothelioma,</br><b>Cell Line:</b> Mero-84</br><b>log2(TPM+1):</b>  5.865</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000842,5.269407240854037,1017,CDK2,SW 480,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> SW 480</br><b>log2(TPM+1):</b>  5.269</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000898,4.517905553529951,1017,CDK2,SNU-719,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> SNU-719</br><b>log2(TPM+1):</b>  4.518</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000517,5.95489421979703,1017,CDK2,SNU-410,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> SNU-410</br><b>log2(TPM+1):</b>  5.955</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-001415,5.983449690740123,1017,CDK2,UM-UC7,Bladder Cancer,urinary_tract,bladder_carcinoma,</br><b>Cell Line:</b> UM-UC7</br><b>log2(TPM+1):</b>  5.983</br><b>Lineage:</b> urinary_tract</br><b>Disease:</b> Bladder Cancer
ACH-000681,5.858478390423273,1017,CDK2,A549,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> A549</br><b>log2(TPM+1):</b>  5.858</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-001310,7.093391153253013,1017,CDK2,HA1E,Engineered,engineered_kidney,NA,</br><b>Cell Line:</b> HA1E</br><b>log2(TPM+1):</b>  7.093</br><b>Lineage:</b> engineered_kidney</br><b>Disease:</b> Engineered
ACH-000070,6.511910748670928,1017,CDK2,697,Leukemia,blood,ALL,</br><b>Cell Line:</b> 697</br><b>log2(TPM+1):</b>  6.512</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000484,4.715893370547605,1017,CDK2,VMRC-RCW,Kidney Cancer,kidney,renal_cell_carcinoma,</br><b>Cell Line:</b> VMRC-RCW</br><b>log2(TPM+1):</b>  4.716</br><b>Lineage:</b> kidney</br><b>Disease:</b> Kidney Cancer
ACH-000108,4.845991770664573,1017,CDK2,KP-3,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> KP-3</br><b>log2(TPM+1):</b>  4.846</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000808,5.130930869826448,1017,CDK2,HuH28,Bile Duct Cancer,bile_duct,cholangiocarcinoma,</br><b>Cell Line:</b> HuH28</br><b>log2(TPM+1):</b>  5.131</br><b>Lineage:</b> bile_duct</br><b>Disease:</b> Bile Duct Cancer
ACH-000656,6.861707286585856,1017,CDK2,SU-DHL-8,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> SU-DHL-8</br><b>log2(TPM+1):</b>  6.862</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000166,5.6865005271832185,1017,CDK2,Kasumi-6,Leukemia,blood,AML,</br><b>Cell Line:</b> Kasumi-6</br><b>log2(TPM+1):</b>  5.687</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000997,6.677085350559835,1017,CDK2,HCT-15,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> HCT-15</br><b>log2(TPM+1):</b>  6.677</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000866,7.10936055940423,1017,CDK2,NCI-H1048,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> NCI-H1048</br><b>log2(TPM+1):</b>  7.109</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000819,6.043300754364182,1017,CDK2,LN-18,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> LN-18</br><b>log2(TPM+1):</b>  6.043</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000226,6.6477462172080966,1017,CDK2,SUP-M2,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> SUP-M2</br><b>log2(TPM+1):</b>  6.648</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000087,6.782277500194974,1017,CDK2,SK-ES-1,Bone Cancer,bone,Ewing_sarcoma,</br><b>Cell Line:</b> SK-ES-1</br><b>log2(TPM+1):</b>  6.782</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-000340,5.697384630764024,1017,CDK2,Hs 870.T,Fibroblast,fibroblast,fibroblast_bone,</br><b>Cell Line:</b> Hs 870.T</br><b>log2(TPM+1):</b>  5.697</br><b>Lineage:</b> fibroblast</br><b>Disease:</b> Fibroblast
ACH-002005,9.204253227265005,1017,CDK2,SK-MEL-19,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> SK-MEL-19</br><b>log2(TPM+1):</b>  9.204</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000758,5.491532461804321,1017,CDK2,MKN74,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> MKN74</br><b>log2(TPM+1):</b>  5.492</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000196,5.216454865144756,1017,CDK2,HCC1599,Breast Cancer,breast,breast_ductal_carcinoma,</br><b>Cell Line:</b> HCC1599</br><b>log2(TPM+1):</b>  5.216</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-000258,6.48155728070859,1017,CDK2,Du4475,Breast Cancer,breast,breast_carcinoma,</br><b>Cell Line:</b> Du4475</br><b>log2(TPM+1):</b>  6.482</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-000163,5.707635219545296,1017,CDK2,SW579,Thyroid Cancer,thyroid,thyroid_squamous,</br><b>Cell Line:</b> SW579</br><b>log2(TPM+1):</b>  5.708</br><b>Lineage:</b> thyroid</br><b>Disease:</b> Thyroid Cancer
ACH-000076,5.995032192477536,1017,CDK2,NCO2,Leukemia,blood,CML,</br><b>Cell Line:</b> NCO2</br><b>log2(TPM+1):</b>  5.995</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000509,6.903158811119866,1017,CDK2,HuT 78,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> HuT 78</br><b>log2(TPM+1):</b>  6.903</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-001193,6.403267722339301,1017,CDK2,SK-PN-DW,Bone Cancer,bone,Ewing_sarcoma,</br><b>Cell Line:</b> SK-PN-DW</br><b>log2(TPM+1):</b>  6.403</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-000571,5.663344619366085,1017,CDK2,T98G,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> T98G</br><b>log2(TPM+1):</b>  5.663</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000391,6.076815597050831,1017,CDK2,MHH-ES-1,Bone Cancer,bone,Ewing_sarcoma,</br><b>Cell Line:</b> MHH-ES-1</br><b>log2(TPM+1):</b>  6.077</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-000293,5.1026581313637385,1017,CDK2,KLE,Endometrial/Uterine Cancer,uterus,endometrial_adenocarcinoma,</br><b>Cell Line:</b> KLE</br><b>log2(TPM+1):</b>  5.103</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-000532,5.627898615871748,1017,CDK2,SNU-61,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> SNU-61</br><b>log2(TPM+1):</b>  5.628</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000584,5.616181231331876,1017,CDK2,JHOS-4,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> JHOS-4</br><b>log2(TPM+1):</b>  5.616</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-001690,4.060912049587873,1017,CDK2,UPCI-SCC-026,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> UPCI-SCC-026</br><b>log2(TPM+1):</b>  4.061</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-000586,7.175324989184902,1017,CDK2,NCI-H1876,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> NCI-H1876</br><b>log2(TPM+1):</b>  7.175</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000944,6.22650852980868,1017,CDK2,"NAMALWA",Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> NAMALWA</br><b>log2(TPM+1):</b>  6.227</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000561,4.418189947945766,1017,CDK2,T.T,Esophageal Cancer,esophagus,esophagus_squamous,</br><b>Cell Line:</b> T.T</br><b>log2(TPM+1):</b>  4.418</br><b>Lineage:</b> esophagus</br><b>Disease:</b> Esophageal Cancer
ACH-001648,3.57773093149008,1017,CDK2,Shmac 4,Prostate Cancer,prostate,prostate_adenocarcinoma,</br><b>Cell Line:</b> Shmac 4</br><b>log2(TPM+1):</b>  3.578</br><b>Lineage:</b> prostate</br><b>Disease:</b> Prostate Cancer
ACH-000394,6.673839055990439,1017,CDK2,NCI-H2081,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> NCI-H2081</br><b>log2(TPM+1):</b>  6.674</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000954,6.434628227636725,1017,CDK2,HEC-1-A,Endometrial/Uterine Cancer,uterus,endometrial_adenocarcinoma,</br><b>Cell Line:</b> HEC-1-A</br><b>log2(TPM+1):</b>  6.435</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-000204,3.839959587489532,1017,CDK2,LP-1,Myeloma,plasma_cell,multiple_myeloma,</br><b>Cell Line:</b> LP-1</br><b>log2(TPM+1):</b>  3.840</br><b>Lineage:</b> plasma_cell</br><b>Disease:</b> Myeloma
ACH-000160,4.728464765092534,1017,CDK2,BT-12,Rhabdoid,soft_tissue,ATRT,</br><b>Cell Line:</b> BT-12</br><b>log2(TPM+1):</b>  4.728</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Rhabdoid
ACH-000989,5.743622676067655,1017,CDK2,SNU-175,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> SNU-175</br><b>log2(TPM+1):</b>  5.744</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-001347,4.37851162325373,1017,CDK2,H157,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> H157</br><b>log2(TPM+1):</b>  4.379</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-000691,5.361066488794321,1017,CDK2,HCC2157,Breast Cancer,breast,breast_ductal_carcinoma,</br><b>Cell Line:</b> HCC2157</br><b>log2(TPM+1):</b>  5.361</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-000268,5.472812666192388,1017,CDK2,SNU-245,Bile Duct Cancer,bile_duct,cholangiocarcinoma,</br><b>Cell Line:</b> SNU-245</br><b>log2(TPM+1):</b>  5.473</br><b>Lineage:</b> bile_duct</br><b>Disease:</b> Bile Duct Cancer
ACH-000119,5.386810946472217,1017,CDK2,Hs 863.T,Fibroblast,fibroblast,fibroblast_bone,</br><b>Cell Line:</b> Hs 863.T</br><b>log2(TPM+1):</b>  5.387</br><b>Lineage:</b> fibroblast</br><b>Disease:</b> Fibroblast
ACH-000379,6.005849075696688,1017,CDK2,NCI-H1781,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H1781</br><b>log2(TPM+1):</b>  6.006</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-001341,5.920293300211007,1017,CDK2,DoTc2 4510,Cervical Cancer,cervix,cervical_adenocarcinoma,</br><b>Cell Line:</b> DoTc2 4510</br><b>log2(TPM+1):</b>  5.920</br><b>Lineage:</b> cervix</br><b>Disease:</b> Cervical Cancer
ACH-000714,7.704802815222467,1017,CDK2,KMS-11,Myeloma,plasma_cell,multiple_myeloma,</br><b>Cell Line:</b> KMS-11</br><b>log2(TPM+1):</b>  7.705</br><b>Lineage:</b> plasma_cell</br><b>Disease:</b> Myeloma
ACH-000937,7.528649452318251,1017,CDK2,PF-382,Leukemia,blood,ALL,</br><b>Cell Line:</b> PF-382</br><b>log2(TPM+1):</b>  7.529</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000763,5.685940148445977,1017,CDK2,MM1-S,Myeloma,plasma_cell,multiple_myeloma,</br><b>Cell Line:</b> MM1-S</br><b>log2(TPM+1):</b>  5.686</br><b>Lineage:</b> plasma_cell</br><b>Disease:</b> Myeloma
ACH-001673,5.354381632113322,1017,CDK2,TFK-1,Bile Duct Cancer,bile_duct,cholangiocarcinoma,</br><b>Cell Line:</b> TFK-1</br><b>log2(TPM+1):</b>  5.354</br><b>Lineage:</b> bile_duct</br><b>Disease:</b> Bile Duct Cancer
ACH-000326,5.950468414150123,1017,CDK2,JURL-MK1,Leukemia,blood,CML,</br><b>Cell Line:</b> JURL-MK1</br><b>log2(TPM+1):</b>  5.950</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000300,5.746581499785813,1017,CDK2,NA,Kidney Cancer,kidney,renal_cell_carcinoma,</br><b>Cell Line:</b> NA</br><b>log2(TPM+1):</b>  5.747</br><b>Lineage:</b> kidney</br><b>Disease:</b> Kidney Cancer
ACH-000901,5.883865154509794,1017,CDK2,HCC-1359,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> HCC-1359</br><b>log2(TPM+1):</b>  5.884</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000816,6.157852169141737,1017,CDK2,NCI-H524,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> NCI-H524</br><b>log2(TPM+1):</b>  6.158</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000641,5.663629258814752,1017,CDK2,CMK,Leukemia,blood,AML,</br><b>Cell Line:</b> CMK</br><b>log2(TPM+1):</b>  5.664</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000511,7.059398543973422,1017,CDK2,Calu-1,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> Calu-1</br><b>log2(TPM+1):</b>  7.059</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000583,5.576522137920503,1017,CDK2,MC116,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> MC116</br><b>log2(TPM+1):</b>  5.577</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000836,5.900142260359816,1017,CDK2,YD-15,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> YD-15</br><b>log2(TPM+1):</b>  5.900</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-000975,6.471024839066756,1017,CDK2,NA,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NA</br><b>log2(TPM+1):</b>  6.471</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000109,5.6783536539741695,1017,CDK2,NCI-H3255,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H3255</br><b>log2(TPM+1):</b>  5.678</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000467,5.482202926295956,1017,CDK2,HCC-56,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> HCC-56</br><b>log2(TPM+1):</b>  5.482</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000712,5.705977901682522,1017,CDK2,HCC-1833,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> HCC-1833</br><b>log2(TPM+1):</b>  5.706</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000671,5.647602329007619,1017,CDK2,HuH-6,Liver Cancer,liver,hepatoblastoma,</br><b>Cell Line:</b> HuH-6</br><b>log2(TPM+1):</b>  5.648</br><b>Lineage:</b> liver</br><b>Disease:</b> Liver Cancer
ACH-000523,6.784765696316387,1017,CDK2,NCI-H1184,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> NCI-H1184</br><b>log2(TPM+1):</b>  6.785</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000864,6.25001411501037,1017,CDK2,COLO 684,Endometrial/Uterine Cancer,uterus,endometrial_adenocarcinoma,</br><b>Cell Line:</b> COLO 684</br><b>log2(TPM+1):</b>  6.250</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-000726,5.53884852074424,1017,CDK2,TE-14,Esophageal Cancer,esophagus,esophagus_squamous,</br><b>Cell Line:</b> TE-14</br><b>log2(TPM+1):</b>  5.539</br><b>Lineage:</b> esophagus</br><b>Disease:</b> Esophageal Cancer
ACH-000136,4.745775149485796,1017,CDK2,CHP-126,Neuroblastoma,peripheral_nervous_system,neuroblastoma,</br><b>Cell Line:</b> CHP-126</br><b>log2(TPM+1):</b>  4.746</br><b>Lineage:</b> peripheral_nervous_system</br><b>Disease:</b> Neuroblastoma
ACH-002067,5.872336288104642,1017,CDK2,NOS-1,Bone Cancer,bone,osteosarcoma,</br><b>Cell Line:</b> NOS-1</br><b>log2(TPM+1):</b>  5.872</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-000440,4.496973580998276,1017,CDK2,CA46,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> CA46</br><b>log2(TPM+1):</b>  4.497</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
